ORF	Gene
tG(GCC)J1	tG(GCC)J1
tG(GCC)J2	tG(GCC)J2
tG(GCC)M	tG(GCC)M
tG(GCC)O1	tG(GCC)O1
tG(GCC)P1	tG(GCC)P1
tG(GCC)P2	tG(GCC)P2
tG(UCC)Q	tG(UCC)Q
tH(GUG)E1	tH(GUG)E1
tH(GUG)E2	tH(GUG)E2
tH(GUG)G1	tH(GUG)G1
tH(GUG)G2	tH(GUG)G2
tH(GUG)H	tH(GUG)H
tH(GUG)K	tH(GUG)K
tH(GUG)M	tH(GUG)M
tH(GUG)Q	tH(GUG)Q
tI(AAU)B	tI(AAU)B
tI(AAU)D	tI(AAU)D
tI(AAU)E1	tI(AAU)E1
tI(AAU)E2	tI(AAU)E2
tI(AAU)G	tI(AAU)G
tI(AAU)I1	tI(AAU)I1
tI(AAU)I2	tI(AAU)I2
tI(AAU)L1	tI(AAU)L1
tI(AAU)L2	tI(AAU)L2
tI(AAU)N1	tI(AAU)N1
tI(AAU)N2	tI(AAU)N2
tI(AAU)P1	tI(AAU)P1
tI(AAU)P2	tI(AAU)P2
tI(GAU)Q	tI(GAU)Q
tI(UAU)D	tI(UAU)D
tI(UAU)L	tI(UAU)L
tK(CUU)C	tK(CUU)C
tK(CUU)D1	tK(CUU)D1
tK(CUU)D2	tK(CUU)D2
tK(CUU)E1	tK(CUU)E1
tK(CUU)E2	tK(CUU)E2
tK(CUU)F	tK(CUU)F
tK(CUU)G1	tK(CUU)G1
tK(CUU)G2	tK(CUU)G2
tK(CUU)G3	tK(CUU)G3
tK(CUU)I	tK(CUU)I
tK(CUU)J	tK(CUU)J
tK(CUU)K	tK(CUU)K
tK(CUU)M	tK(CUU)M
tK(CUU)P	tK(CUU)P
tK(UUU)D	tK(UUU)D
tK(UUU)G1	tK(UUU)G1
tK(UUU)G2	tK(UUU)G2
tK(UUU)K	tK(UUU)K
tK(UUU)L	tK(UUU)L
tK(UUU)O	tK(UUU)O
tK(UUU)P	tK(UUU)P
tK(UUU)Q	tK(UUU)Q
tL(CAA)D	tL(CAA)D
tL(CAA)G1	tL(CAA)G1
tL(CAA)G3	tL(CAA)G3
tL(CAA)K	tL(CAA)K
tL(CAA)L	tL(CAA)L
tL(CAA)M	tL(CAA)M
tL(CAA)N	tL(CAA)N
tL(GAG)G	tL(GAG)G
tL(UAA)B1	tL(UAA)B1
tL(UAA)B2	tL(UAA)B2
tL(UAA)D	tL(UAA)D
tL(UAA)K	tL(UAA)K
tL(UAA)L	tL(UAA)L
tL(UAA)N	tL(UAA)N
tL(UAA)Q	tL(UAA)Q
tL(UAG)J	tL(UAG)J
tL(UAG)L1	tL(UAG)L1
tL(UAG)L2	tL(UAG)L2
tM(CAU)C	tM(CAU)C
tM(CAU)Q1	tM(CAU)Q1
tM(CAU)Q2	tM(CAU)Q2
tN(GUU)C	tN(GUU)C
tN(GUU)F	tN(GUU)F
tN(GUU)G	tN(GUU)G
tN(GUU)K	tN(GUU)K
tN(GUU)L	tN(GUU)L
tN(GUU)N1	tN(GUU)N1
tN(GUU)N2	tN(GUU)N2
tN(GUU)O1	tN(GUU)O1
tN(GUU)O2	tN(GUU)O2
tN(GUU)P	tN(GUU)P
tN(GUU)Q	tN(GUU)Q
tP(UGG)L	tP(UGG)L
tP(UGG)N1	tP(UGG)N1
tP(UGG)N2	tP(UGG)N2
tP(UGG)O1	tP(UGG)O1
tP(UGG)O3	tP(UGG)O3
tP(UGG)Q	tP(UGG)Q
tQ(UUG)B	tQ(UUG)B
tQ(UUG)C	tQ(UUG)C
tQ(UUG)D1	tQ(UUG)D1
tQ(UUG)D2	tQ(UUG)D2
tQ(UUG)D3	tQ(UUG)D3
tQ(UUG)E1	tQ(UUG)E1
tQ(UUG)E2	tQ(UUG)E2
tQ(UUG)H	tQ(UUG)H
tQ(UUG)L	tQ(UUG)L
tQ(UUG)Q	tQ(UUG)Q
tR(ACG)D	tR(ACG)D
tR(ACG)E	tR(ACG)E
tR(ACG)J	tR(ACG)J
tR(ACG)K	tR(ACG)K
tR(ACG)L	tR(ACG)L
tR(ACG)O	tR(ACG)O
tR(ACG)Q2	tR(ACG)Q2
tR(UCU)B	tR(UCU)B
tR(UCU)D	tR(UCU)D
tR(UCU)E	tR(UCU)E
tR(UCU)G1	tR(UCU)G1
tR(UCU)G2	tR(UCU)G2
tR(UCU)G3	tR(UCU)G3
tR(UCU)J1	tR(UCU)J1
tR(UCU)J2	tR(UCU)J2
tR(UCU)K	tR(UCU)K
tR(UCU)M1	tR(UCU)M1
tR(UCU)M2	tR(UCU)M2
tR(UCU)Q1	tR(UCU)Q1
tS(AGA)A	tS(AGA)A
tS(AGA)B	tS(AGA)B
tS(AGA)D1	tS(AGA)D1
tS(AGA)D2	tS(AGA)D2
tS(AGA)D3	tS(AGA)D3
tS(AGA)E	tS(AGA)E
tS(AGA)G	tS(AGA)G
tS(AGA)H	tS(AGA)H
tS(AGA)J	tS(AGA)J
tS(AGA)L	tS(AGA)L
tS(AGA)M	tS(AGA)M
tS(GCU)F	tS(GCU)F
tS(GCU)O	tS(GCU)O
tS(GCU)Q1	tS(GCU)Q1
tS(UGA)Q2	tS(UGA)Q2
tT(AGU)B	tT(AGU)B
tT(AGU)C	tT(AGU)C
tT(AGU)D	tT(AGU)D
tT(AGU)H	tT(AGU)H
tT(AGU)I1	tT(AGU)I1
tT(AGU)I2	tT(AGU)I2
tT(AGU)J	tT(AGU)J
tT(AGU)N1	tT(AGU)N1
tT(AGU)N2	tT(AGU)N2
tT(AGU)O1	tT(AGU)O1
tT(AGU)O2	tT(AGU)O2
tT(UAG)Q2	tT(UAG)Q2
tT(UGU)G1	tT(UGU)G1
tT(UGU)G2	tT(UGU)G2
tT(UGU)H	tT(UGU)H
tT(UGU)P	tT(UGU)P
tT(UGU)Q1	tT(UGU)Q1
tV(AAC)E1	tV(AAC)E1
tV(AAC)E2	tV(AAC)E2
tV(AAC)G1	tV(AAC)G1
tV(AAC)G2	tV(AAC)G2
tV(AAC)G3	tV(AAC)G3
tV(AAC)H	tV(AAC)H
tV(AAC)J	tV(AAC)J
tV(AAC)K1	tV(AAC)K1
tV(AAC)K2	tV(AAC)K2
tV(AAC)L	tV(AAC)L
tV(AAC)M1	tV(AAC)M1
tV(AAC)M2	tV(AAC)M2
tV(AAC)M3	tV(AAC)M3
tV(AAC)O	tV(AAC)O
tV(CAC)D	tV(CAC)D
tV(CAC)H	tV(CAC)H
tV(UAC)B	tV(UAC)B
tV(UAC)D	tV(UAC)D
tV(UAC)Q	tV(UAC)Q
tW(CCA)G1	tW(CCA)G1
tW(CCA)G2	tW(CCA)G2
tW(CCA)J	tW(CCA)J
tW(CCA)K	tW(CCA)K
tW(CCA)M	tW(CCA)M
tW(CCA)P	tW(CCA)P
tW(UCA)Q	tW(UCA)Q
tX(XXX)D	tX(XXX)D
tX(XXX)L	tX(XXX)L
tY(GUA)Q	tY(GUA)Q
